:T
:T Lines.dat: Version compatible to FASTWIND data set A10n_v3.0.dat
:T            
:T  Version 3.0    Miguel
:T  Last revision: 05/07/2005
:T  
:T Notes: 
:T	  i. Oscillator strengths are gij fj/Sum(gi), check for consistency
:T         required
:T	 ii. Last column corresponds to Sum(gi) 
:T 	iii. Wavelengths are wavelengths in air
:T	 iv. Damping constants, both radiative an collisional, are divided by 4pi 
:T	  v. The multiplet is identified by its NIST database number. 
:T	 vi. Radiative lifetimes from VALD/NIST databases
:T	vii. Collisional damping from VALD or according to Cowly (1971)
:T
:T
:T {17/12/2002} Some changes in N III lines
:T
:T *******************************************************************
:T			NITROGEN   NII/NIII
:T********************************************************************
:T
     CL  TY  RBB  2  7  RBB
:T
:T	NIST database and/or Norbert's NII SURFACE file
:T
:T 89
 23S1P  23P1D   1  3994.997  0.5381  3.26E8    0.    0.    6.60E-7   3.
:T 107
 23P1P  23D1P   1  3919.00    .1556  1.90E8    0.0   0.0   1.00E-6   3.
:T
 23S3P  23P1D   1  3955.85    .0171  1.03E+8   0.0   0.0   6.05E-7   9.
:T 145
 23P3P  24S3P   1  3829.80    .0296  5.25E+7   0.0   0.0   1.30E-6   9.
 23P3P  24S3P   2  3838.37    .0857  5.25E+7   0.0   0.0   1.30E-6   9.
 23P3P  24S3P   3  3842.19    .0226  5.25E+7   0.0   0.0   1.30E-6   9.
 23P3P  24S3P   4  3847.40    .0164  5.25E+7   0.0   0.0   1.30E-6   9.
 23P3P  24S3P   5  3855.10    .0218  5.25E+7   0.0   0.0   1.30E-6   9.
 23P3P  24S3P   6  3856.06    .0276  5.25E+7   0.0   0.0   1.30E-6   9.
:T 75 
 23S3P  23P3P   1  4613.87   0.0240  1.05E8    0.    0.    5.64E-7   9.
 23S3P  23P3P   2  4621.39   0.0340  1.05E8    0.    0.    5.64E-7   9.
 23S3P  23P3P   3  4630.54   0.1380  1.05E8    0.    0.    5.64E-7   9.
 23S3P  23P3P   4  4601.47   0.0415  1.05E8    0.    0.    5.64E-7   9.
 23S3P  23P3P   5  4607.16   0.0345  1.05E8    0.    0.    5.64E-7   9. 
 23S3P  23P3P   6  4643.09   0.0486  1.05E8    0.    0.    5.64E-7   9. 
:T 104
 23P1P  23D1D   1  4447.033  0.5661  2.43E8    0.    0.    9.25E-7   3.
:T 159 
 23P1D  24S1P   1  4227.74    .1742  7.59E7    0.0   0.0   7.09E-7   5.
:T 127
 23P3S  23D3P   1  4987.38    .0929  2.18E+8   0.0   0.0   1.01E-6   3.
 23P3S  23D3P   2  4994.37    .2844  2.18E+8   0.0   0.0   1.01E-6   3.
 23P3S  23D3P   3  5007.33    .4942  2.18E+8   0.0   0.0   1.01E-6   3.
:T 73
 23S3P  23P3D  1  5666.6300  0.1002  9.79E7    0.    0.    5.26E-7   9.
 23S3P  23P3D  2  5676.0149  0.0476  9.79E7    0.    0.    5.26E-7   9.
 23S3P  23P3D  3  5679.5540  0.1976  9.79E7    0.    0.    5.26E-7   9.
 23S3P  23P3D  4  5686.2122  0.0314  9.79E7    0.    0.    5.26E-7   9.
 23S3P  23P3D  5  5710.7657  0.0337  9.79E7    0.    0.    5.26E-7   9.
 23S3P  23P3D  6  5730.6603  0.0022  9.79E7    0.    0.    5.26E-7   9.
:T 
 23S1P  23P3D  1  5767.4500   .0122  3.21E8    0.0   0.0   5.26E-7   3. 
